CODPROD,CODBARRAS,DESCRIPCION,PRECIO
90336,7806800001031,VIRUTILLA GRUESA MANLAC,1200
90337,7806800001079,VIRUTILLA MANLAC Nº6,550
90338,7806800001130,VIRUTILLA MEDIANA MANLAC,750
90339,7806800002014,LANA MULTIUSO MANLAC,450
90340,7806800002113,LANA MULTIUSO,250
90341,7806800003011,RROLLO DE VIRUTILLA X 6,420
90342,7806800003028,SUPER LAC SIN JABON MANLAC,690
90343,7806800003127,ESPONJA CON JABON,990
90344,7806800003134,VIRUTILLA CON JABON,550
90345,7806800004018,ESPONJA METALICA MEDIANA,450
90346,7806800004216,ESPONJA DORADA MANLAC,690
90347,7806800004230,ESPONJA DORADA MANLAC,1190
90348,7806800004278,VIRUTILLA MANLAC,490
90349,7806800005176,"ESPONJA LISA MANLAC  X4 ",850
90350,7806800005213,ESPONJA LISA,250
90351,7806800005251,ESPONJA MALAC,590
90352,7806800005268,ESPONJA ANATOMICA MANLAC,450
90353,7806800005374,PAÑO ABSORBENTE MANLAC,890
90354,7806800005381,PAÑO ULTRA ABSORBENTE MANLAC 3 U,1900
90355,7806800005398,PAÑO ULTRA ABS. MANLACX 6,2200
90356,7806800006104,ESCOBILLON INTERIOR MANLAC,1450
90357,7806800007019,"TRAPERO AFRANELADO MANLAC ",990
90358,7806800007033,"PAÑO MULTIUSO ",1450
90359,7806800007064,TRAPERO DOBLE OJAL MANLAC 50X30,1790
90360,7806800007118,PAÑO DE COCINA MANLAC,1950
90361,7806800007132,PAÑO FRANELA AMARILLO MANLAC,590
90362,7806800035012,GUANTES MANLAC,2900
90363,7806800035029,GUANTES,1990
90364,7806800035036,GUANTES MULTIUSO MANLAC L,1990
90365,7806810000000,VIRUTEX VIRUTILLA F2,690
90366,7806810000017,VIRUTILLA REGULAR,790
90367,7806810000031,VIRUTILLA VIRUTEX Nº2,550
90368,7806810000048,VIRUTILLA FINA Nº4,750
90369,7806810000079,VIRUTILLA GIGANTE FINA,890
90370,7806810000086,VIRUTEX GI 4,790
90371,7806810000529,GUANTE SUPERIOR VIRUTEX GR,2990
90372,7806810000567,GUANTES VIRUTEX,2990
90373,7806810000574,GUANTES SUPERIOR VIRUTEX,2990
90374,7806810002004,MAGOM PADS6,420
90375,7806810002011,VIRUTILLA MAGO PADS JABON 4UNI,990
90376,7806810002028,MAGO PAD,1090
90377,7806810002035,VIRUTEX CON JABON,550
90378,7806810002073,MAGO PADS X 12,690
90379,7806810002110,MAGOPADS VIRUTEX X10,950
90380,7806810002202,MAGO PADS X8,800
90381,7806810002271,TRAPERO TRADICIONAL VIRUTEX,1450
90382,7806810002295,MAGO PADS,950
90383,7806810002332,ESPONJA DE METAL,2900
90384,7806810003025,ESPONJA VIRUTEX PARA OLLAS,250
90385,7806810003315,OROTEX G1 VIRUTEX,300
90386,7806810003384,VIRUTEX MEDIANA OROTEX INOXIDABLE,1390
90387,7806810003612,ESPONJA PLASTICA SPUNITA,1100
90388,7806810004008,ESPONJA VIRUTEX CHICA,490
90389,7806810004039,VIRUTEX ANTIVACTERIANA,300
90390,7806810004145,ESPONJA VIRUTEX X3,850
90391,7806810004169,VIRUTEX ESPUMA ESPONJA,490
90392,7806810004305,ESPONJA VIRUTEX BONOBRIL,1750
90393,7806810004350,ESPONJAS X 3,500
90394,7806810004404,VIRUTEX ABRASIVO,200
90395,7806810004503,VIRUTEX ANATOMICA,330
90396,7806810004602,VIRUTEX BONOBRIL,250
90397,7806810005005,PANO SPONGI X 1,1290
90398,7806810005012,PANO SPONGI x2,1490
90399,7806810005029,PANO SPONGI X 3,3250
90400,7806810005036,PANO ABSORBENTE SUPPO X1,450
90401,7806810005043,PANO SUPPO x 2,600
90402,7806810005050,PANO SUPPO 3,950
90403,7806810005067,VIRUTEX TRAMI LIMPIAPISOS,1750
90404,7806810006002,PINZAS PARA ROPA x24,990
90405,7806810006019,GUANTE GAMUZADO VIRUTEX PEQ,990
90406,7806810006026,GUANTE GAMUZADO VIRUTEX MED,1200
90407,7806810006033,"GUANTE GAMUZADO VIRUTEX ",1290
90408,7806810006170,GUANTES MED,750
90409,7806810006309,PINZAS PARA ROPA VIRUTEX  X24,290
90410,7806810007115,PANO GIGANTE PISOS VIRUTEX,1850
90411,7806810007344,TOALLITAS MULTIUSO VIRUTEX,2950
90412,7806810007757,TRAPERO PARA PISO LAVANDA,3500
90413,7806810007764,TRAPERO DESECHABLE PISO FLOTANTE,4200
90414,7806810010054,LIMPIA SANITARIO VIRUTEX,1990
90415,7806810010153,ZAPATOS CEPILLO VIRUTEX,1990
90416,7806810010184,ESCOB  ANATOMICA VIRUTEX,450
90417,7806810011037,ESCOBILLON VIRUTEX,1950
90418,7806810011051,ESCOBILLON VIRUTEX,1500
90419,7806810011075,ESCOBILLON VIRUTEX,1450
90420,7806810011419,TRAPERO ABSORBENTE DOBLE HOJAL VIRUTEX,1350
90421,7806810012522,PALA DE BASURA,1990
90422,7806810012560,BALDE ESCURR MOPA VIRUTEX,2500
90423,7806810013000,"LIMPIA VIDRIOS ",2300
90424,7806810013017,PLUMILLA LIMPIAVIDRIOS VIRUTEX,3500
90425,7806810013031,PALAS VITUTEX,1590
90426,7806810014007,TRAPERO SIMPLE 50*7CM,2350
90427,7806810014014,TRAPERO ALGODON DOBLE CON OJAS,3490
90428,7806810014021,TRAPERO DE COLOR VIRUTEX,2750
90429,7806810014038,TRAPERO SACA BRILLO VIRUTEX,990
90430,7806810014052,PANO AMARILLO,490
90431,7806810014090,PANO AMARILLO VIRUTEX,620
90432,7806810014120,PANO VIRUTEX IDEAL x1,350
90433,7806810014137,PANO 2 VIRUTEX,350
90434,7806810014144,VIRUTEX 3 PANO 20CMS,2490
90435,7806810014403,TRAPERO VIRUTEX,1650
90436,7806810014946,MOPA,5900
90437,7806810014953,MOPA CLASICA VIRUTEX,5900
90438,7806810015066,VIRUTEX PALA PLEGABLE,3500
90439,7806810100045,VIRUTEX EXTRA GRUESA 6,790
90440,7806810101004,VIRUTEX FINA,490
90441,7806810103015,VIRUTILLA VIRUTEX,490
90442,7806810103312,VIRUTILLA OROTEX INOX MEDIANA,590
90443,7806810104005,ESPONJA BONOBRIL TRAD  VIRUTEX,450
90444,7806810104008,ESPONJA ANTIBACTERIANA,250
90445,7806810200028,MOLDE BIZCOCHO 26CM,4900
90446,7806810200042,MOLDE BIZCOCHO 28CM,5250
90447,7806810200066,MOLDE ESTAÑADO,8490
90448,7806810200073,MOLDE TARTALETA 28CM,2490
90449,7806810200080,MOLDE RECTANGULAR ILKO,2500
90450,7806810200097,MOLDE PARA REPOSTERIA ILKO,2900
90451,7806810200738,ALUSA ILKO FILM 30 M,690
90452,7806810200745,ALUSA ILKO ROLLO 20 MT,950
90453,7806810200752,PAPEL ALUMINIO ILKO 7 5 M,1500
90454,7806810200769,PAPEL ALUMINIO ILKO 7 5 M,1050
90455,7806810201711,MOLDE ESTAÑADO ILKO 18CM,3900
90456,7806810201735,MOLDE ESTAÑADO,4990
90457,7806810210003,TOSTADOR ILKO,1050
90458,7806810210010,TOSTADOR ILKO,4490
90459,7806810210027,TOSTADOR ENLOZADO,8990
90460,7806810221009,RALLADOR ILKO,2490
90461,7806810221269,RALLADOR PIRAMIDAL,990
90462,7806810231077,CUCHARA LISA,1100
90463,7806810233149,CUCHARON ACERO ILKO,1800
90464,7806810233156,CUCHARON SOPERO,1550
90465,7806810233323,CUCHARA LISA ACERO ILKO,1650
90466,7806810233330,CUCHARON ACERO ILKO,2490
90467,7806810233347,ESPUMADERA ACERO ILKO,1490
90468,7806810233354,TENEDOR ACERO ILKO,1700
90469,7806810233965,CUCHARON ILKO,990
90470,7806810233972,ESPUMADERA ILKO,990
90471,7806810234115,ABRELATAS MARIPOSA ILKO,1490
90472,7806810235006,ESPUMADERA NYLON,1100
90473,7806810235013,SERVIDOR TALLARINES,1200
90474,7806810235037,CUCHARON ILKO,1200
90475,7806810235068,PALETA CALADA ILKO,1200
90476,7806810236102,SARTEN 22 CM ILKO,3900
90477,7806810236126,SARTEN 26CM ILKO,4900
90478,7806810238311,PAILA DE ALUMINIO,2750
90479,7806810238700,CACEROLA 26CMS,8500
90480,7806810238731,MOLDE ALUMINIO,2300
90481,7806810241007,PRENSA PAPAS ILKO,9490
90482,7806810241014,"ILKO RULETA PARA MASAS ",2450
90483,7806810241052,"PINZA TALLARIN ",1500
90484,7806810241458,EXPRIMIDOR,5800
90485,7806810242059,REBANADOR ILKO,3350
90486,7806810243025,PELADOR DE VERDURAS ILKO,1490
90487,7806810251013,ABRELATAS MARIPOSA ILKO,1900
90488,7806810251044,ABRELATAS ILKO,2450
90489,7806810251068,ABRIDOR MULTIPLE,3490
90490,7806810251143,ABRIDOR MULTIPLE ILKO,990
90491,7806810252003,SACACORCHOS ILKO,7500
90492,7806810252201,DESCORCHAOR ILKO,2500
90493,7806810263108,CUCHILLO PELADOR 8cm ILKO,1900
90494,7806810285001,COLADOR ILKO CHICO,450
90495,7806810285018,COLADOR ILKO MEDIANO,490
90496,7806810285025,COLADOR ILKO S,650
90497,7806810285049,COLADOR ILKO,1350
90498,7806810602181,MOPA ALGODON VIRUTEX,3450
90499,7806810602198,MOPA DE ALGODON REPUEST,3000
90500,7806810800211,BOLSA BASURA VIRUTEX,690
90501,7806810800228,BOLSA DE BASURA 70 X 90 VIRUTEX,990
90502,7806810800235,BOLSA PARA BASURA VIRUTEX 80 x 110,1650
90503,7806810800310,BOLSA BASURA PARA PAPELERO,550
90504,7806810800327,BOLSA DE BASURA 50X70,350
90505,7806810800334,BOLSA BASURA VIRUTEX,600
90506,7806810800341,"BOLSA BASURA VIRUTEX ",1990
90507,7806810800358,VIRUTEX 80 X 120,1490
90508,7806810800433,BOLSA DE BASURA  50X070,700
90509,7806810800440,BOLSA DE BASURA  70 X 90,1200
90510,7806810800457,BOLSA DE BASURA 80 X 110,1790
90511,7806868132029,CUCHILLO EN FORMA DE PEZ,1950
90512,7806868136393,PALOS DE BROCHETTE,2900
90513,7806868139752,PAÑO DE COCINA,1490
90514,7806868145418,TRIPLE,1450
90515,7806868340844,AMPOLLETA LED,3490
90516,7807010209132,"REGULADOR PARA GAS 5,11,15",9490
90517,7807018000236,REGULADOR DE GAS,7900
90518,7807202000110,TIJERA ALO,550
90519,7807202210045,PLASTICINAS ALO,390
90520,7807202287856,FOROS PLASTICOS 33X21CM,350
90521,7807207124149,CARPETA PROARTE,890
90522,7807207170283,TEMPERA PROARTE,990
90523,7807207174021,PLASTOCOLOR PROARTEx24 BARRAS,1380
90524,7807207174212,CARTON CORRUGADO PROARTE,1200
90525,7807207401035,ADORNO,500
90526,7807210000911,ESCAECHA 6u,1990
90527,7807210001161,LAPIZ PASTEL,1200
90528,7807210001628,BLOCK MEDIUM ARTEL 20 HOJAS,990
90529,7807210003318,LAPIZ MINA,2490
90530,7807210003745,CINTA DOBLE CONTACTO,2990
90531,7807210004100,TIZA BLANCA,990
90532,7807210008146,TEMPERA ARTEL,790
90533,7807210008191,TEMPERA ARTEL,790
90534,7807210008221,TEMPERA ARTEL,790
90535,7807210008245,TEMPERA ARTEL,790
90536,7807210008283,TEMPERA ARTEL,790
90537,7807210008320,TEMPERA ARTEL,790
90538,7807210010057,BLOCK MEDIANO ARTEL X20H,1990
90539,7807210010255,BLOCK CHICO ARTEL X20H,390
90540,7807210011061,MARCADORES ARTEL X 6,350
90541,7807210011122,MARCADORES ARTEL 12 COLORES,950
90542,7807210011504,PLUMON PERMANENTE,790
90543,7807210011528,PLUMON PERMANENTE,890
90544,7807210011900,MARCADOR DE TELA,690
90545,7807210019265,CARTULINA CORRUGADA,1250
90546,7807210019302,CARTULINA ARTE COLOR,1490
90547,7807210019319,PAPEL LUSTRE ARTEL,990
90548,7807210019371,CARTULINA METALICA ARTEL,1300
90549,7807210019388,CARTULINA ESPAÑOLA ARTEL,1300
90550,7807210021480,PINTURA ACRILICO,6900
90551,7807210026058,TEMPERA ARTEL X 12 COLORES,990
90552,7807210026065,TEMPERA COLOR ARTEL X 12,1990
90553,7807210026768,GREDA ARTEL,1250
90554,7807210028885,TEMPERA 500,3900
90555,7807210029752,"TEMPERA ",790
90556,7807210030444,FORROS,2100
90557,7807210030451,FORROS COLLEGE,2100
90558,7807210030475,FORROS UNIVERSITARIO,2490
90559,7807210031922,"CUADERNOCALAGE ",990
90560,7807210032394,FORROS LIBRO,2650
90561,7807210032400,FORRO LIBRO,2650
90562,7807210041051,TIZAS DE COLOR,990
90563,7807210043000,ACUARELA ARTEL 12 COLORES,890
90564,7807210091209,GREDA FINA 1000G,700
90565,7807210091216,GREDA,1500
90566,7807210091308,ARCILLA,1290
90567,7807210093012,PAPEL DE VOLANTIN  BLANCO,1900
90568,7807210093104,PAPEL VOLANTIN ROJO,1900
90569,7807210093142,PAPEL VOLANTIN AZUL,1900
90570,7807210120206,LAPICES DE CERA ARTEL X 12,550
90571,7807210450051,PALO MAQUETA  2 X 2,260
90572,7807210450105,PALO MAQUETA 3 X 3,260
90573,7807210450204,PALO MAQUETA 2 X 4,260
90574,7807210452062,PALO MAQUETA REDONDO 6 MM,450
90575,7807210577062,PINCEL,390
90576,7807210577161,"PINCEL ",450
90577,7807210610257,CUCHILLO CARTONERO,490
90578,7807210630026,"LAPICES DE COLORES ",550
90579,7807210630101,"LAPICES DE COLORES ARTEL ",1250
90580,7807210630156,Lapices acuarelables artel,1250
90581,7807210640056,COLAFRI ARTEL 120ml,990
90582,7807210709609,SILICONA BARRA,1750
90583,7807210710018,PISTOLA DE SILICONA ARTEL,5490
90584,7807210710155,SILICONA LIQUIDA ARTEL 30 GRS,350
90585,7807210710162,SILICONA LIQUIDA 100GRS ARTEL,850
90586,7807210950056,BLOCK DE DIBUJO,790
90587,7807210950254,BLOCK NOTAS GEORGI,450
90588,7807210951008,TEMPERA GEORGI X5,450
90589,7807210951022,TEMPERA GEORGI X6,550
90590,7807210951107,TEMPERA GEORGI X,950
90591,7807210951503,ACUARELA X12,950
90592,7807210952005,LAPICES CERA,250
90593,7807210952050,PLASTICINA GEORGI,600
90594,7807219001872,TIJERA ESCOLAR PUNTA ROMA,450
90595,7807219005252,GLITTER GLUE,1250
90596,7807219008437,SET DE GEOMETRIA 30CM 4 PIEZAS.,1500
90597,7807219009755,REGLA 30CM,350
90598,7807219011055,DESTACADOR,450
90599,7807219011284,DESTACADOR,450
90600,7807219011383,CHINCHES METALUICOS,690
90601,7807219011642,lapiz bicolor rojo/azul,650
90602,7807232000173,PAPAEL DE REGALO,250
90603,7807235000149,PECHUGA ACARAMELADA 150G,1950
90604,7807237000130,PLASTICINA GOMA STEPHENS,700
90605,7807237000154,PASTICINA GOMA,350
90606,7807245000115,SEPARADOR DE CARTAS,790
90607,7807245000122,SEPARADOR OFICIO,850
90608,7807245001518,LIBRO DE VENTA 24 HOJAS,1900
90609,7807245001525,"NOTA DE VENTA ",1200
90610,7807245001532,NOTA DE VENTA,1490
90611,7807245005769,LIBRO TRES COLUMNAS,2490
90612,7807245012101,LIBRO DE ASISTENCIA 50HOJAS,2100
90613,7807245016413,LIBRO DE COMPRAS Y VENTAS,1500
90614,7807245019001,ARCHIVADOR,1250
90615,7807245213003,LIBRO ASISTENCIA 100 HOJAS,2900
90616,7807245213201,LIBRO ASISTENCIA,1750
90617,7807245718133,LIBRO DE ASISTENCIA 100 H,3490
90618,7807255104322,CUADERNO CROQUIS 40 HOJAS,250
90619,7807265000003,TEMPERA  6 COLORES ISOFIT,750
90620,7807265000034,"LIBRETA DE COMUNICACIONES ",490
90621,7807265000041,PAPEL LUSTRE,200
90622,7807265000072,PAPEL CELOFAN PROARTE,1200
90623,7807265000089,"CARTULINA ESPAÑOLA ",1390
90624,7807265000126,PAPEL ENTRETENIDO DISEÑOS,1290
90625,7807265000140,COLLEGE ISOFIT,690
90626,7807265002809,ACUARELA PROARTE 12 COLORES,790
90627,7807265002847,NORMOGRAFO PRO ARTE,590
90628,7807265003264,SILICONA LIOUIDA  100GR,690
90629,7807265004162,ADHESIVO TRASPARENTE  PROARTE,1600
90630,7807265007545,PLUMON DE PIZARRA,890
90631,7807265007569,MARCADORES PROARTE COLOR,1490
90632,7807265007576,MARCADOR PERMANENTE PROARTE,990
90633,7807265007583,"MARCADOR PERMANENTE ",790
90634,7807265007590,MARCADOR PERMANENTE,390
90635,7807265007606,PLUMON PERMANENTE,990
90636,7807265007613,PLUMON,890
90637,7807265007620,PLUMON DE PIZARRA,790
90638,7807265007637,PLUMON DE PIZARRA,990
90639,7807265008078,CUADERNO UNIVERSITARIO 100HOJAS,690
90640,7807265008122,LAPICES DE COLORES OROARTE,3090
90641,7807265008474,SET GEOMETRIA,1250
90642,7807265009419,TIJERA OFICINA,950
90643,7807265009464,COMPAS,390
90644,7807265009488,COMPAS ESCOLAR,750
90645,7807265009563,TIJERA,1700
90646,7807265010019,TIJERA OFICINA MEDIANA,750
90647,7807265010156,LAPICES DE CERA JUMBO x6,700
90648,7807265010613,LAPICES DE CERA JUMBO,1390
90649,7807265010842,LAPICES DE COLOR PROARTE,990
90650,7807265011108,PAPEL LUSTRE PROARTE,980
90651,7807265011184,PROSRTE 10,350
90652,7807265011542,CARTON MICROCORRUGADO AMARILLO,350
90653,7807265011580,CARTON MICROCORRUGADO ROSADO,350
90654,7807265011764,CARTON MICROCORRUGADO ROJO,350
90655,7807265011788,CARTON MICROCORRUGADO AZUL,350
90656,7807265011825,CARTON MICROCORRUGADO VERDE,350
90657,7807265011832,CARTON MICROCORRUGADO VERDE OSCURO,350
90658,7807265014123,PALITOS PARA MAQUETA 2*2,690
90659,7807265014369,PALO MAQUETA CUADRADO 3X3,990
90660,7807265014390,PALO MAQUETA CUADR. 4X4,990
90661,7807265014413,PALITO DE MAQUETA 5*5,990
90662,7807265014420,PALO MAQUETA CUADRADO 6x6,690
90663,7807265014437,PALITO DE MAQUETA 7.5*7.5,990
90664,7807265014444,PALOS DE MAQUETAS 10X10mm,990
90665,7807265014451,PALO MAQUETA REDONDO 6MM,490
90666,7807265014475,PALO MAQUETA REDONDO 10MM,490
90667,7807265015137,TEMPERA PROARTE 6 COLORES,2450
90668,7807265015144,TEMPERA  12 UNIDADES PROARTE,1200
90669,7807265015168,ARCHIVADOR OFICIO ISOFIT,1200
90670,7807265015717,ARCHIVADOR,2000
90671,7807265018039,MEZCLADOR,990
90672,7807265018251,REGLA 30 CM,200
90673,7807265018275,RIGLA 30CM,200
90674,7807265022517,TIJERAS OFININA - HOGAR,1900
90675,7807265032059,CUADERNO COLLEGE ISOFIT,450
90676,7807265032066,CUADERNO CROQUIS ISOFIT,500
90677,7807265032141,CUADERNO UNIVERSITARIO ISOFIT,990
90678,7807265033216,CUADERNO CROQUIS ISOFIT,800
90679,7807265034299,CUADERNO COLAGE,990
90680,7807265034305,"TIRALINEAS  ESTILO  ESTILOGRAFO ",1000
90681,7807265037566,CUADERNO UNIVERSITARIO,890
90682,7807265037573,CUADERNO COLLAGE,850
90683,7807265038105,stapler corchetera,2900
90684,7807265039218,CUADERNO ROSS,250
90685,7807265039225,CUADERNO DE LINEA,250
90686,7807265039232,CUADERNO DE CROQUIS,250
90687,7807265040580,CUADERNO UNIV. CUADRO ROSS,990
90688,7807265042348,"MASAS PARA MODELAR ",3200
90689,7807265042591,CUADERNO MATEMATICA PROARTE 100 H,1450
90690,7807265045615,CUADERNO ROSS. 80 HOJAS.,550
90691,7807265050862,TEMPERA ROSS 6 COLORES,490
90692,7807265050879,TEMPERA ROSS 12 COLORES,1350
90693,7807265050909,BLOCK N 99,890
90694,7807265052378,CUADERNO CALIGRAFIA,990
90695,7807265052569,LAPICES DE COLOR ROSS.,790
90696,7807265054198,ARCHIVADOR,1900
90697,7807265066535,PORTA MINA ISOFIT,990
90698,7807265066931,CUADERNO ROSS 100 H.,1650
90699,7807265074424,CUADERNO UNIVERSITARIO,1590
90700,7807265222412,PORTAMINA,990
90701,7807265256233,CUCHILLO CARTONERO,790
90702,7807265382376,TIJERAS ESCOLAR PROARTE,990
90703,7807265973659,PINCEL,350
90704,7807265973673,PINCEL N°10,500
90705,7807265973680,PINCEL N°12,500
90706,7807265973697,PINCEL N°14,500
90707,7807265973963,CUADERNO PROARTE 60 HOJAS,300
90708,7807265979958,PLASTILINA ISOFIT6 COLORES,300
90709,7807265979972,PLASTILINA 10 COLORES ISOFIT,490
90710,7807265979989,PLUMONES ESCOLARES ISOFIT X 6,390
90711,7807265979996,PLUMONES ESCOLARES ISOFIT X 12,690
90712,7807265980220,BLOCK PARA CROQUIS PROARTE,990
90713,7807265980237,"BLOCK CROQUIS ",1650
90714,7807265980251,GOMA EVA PROARTE,1200
90715,7807265980312,"SET GEOMETRIA  ",690
90716,7807265980435,PALOS DE HELADOS,350
90717,7807265980442,PALOS DE HELADO DELGADOS DE COLORES,300
90718,7807265980466,COLA FRIA,1650
90719,7807265980480,STICK PROARTE COLOR,590
90720,7807265980497,STICK PROARTE,850
90721,7807265980503,STICK PROARTE,1450
90722,7807265980688,BLOCK DIBUJO LICEO,490
90723,7807265980695,BLOCK DIBUJO MEDIO 99 1/8,590
90724,7807265980725,LAPICES DE CERA ISOFIT,850
90725,7807265980749,LAPICES COLORES 12 COLORES CORTO ISOFIT,350
90726,7807265980756,LAPICES E COLOR ISOFIT X 12,890
90727,7807265981296,PAPEL CREPE AMARILLO,250
90728,7807265981319,"PAPEL CREPE  AZUL ",250
90729,7807265981340,PAPEL  CREPE,250
90730,7807265981357,"PAPEL  CREPE  CELESTE ",250
90731,7807265981364,"PAPEL  CREPE ",250
90732,7807265981371,PAPEL  CREPE,250
90733,7807265981395,PAPEL CREPE  NARANJA,250
90734,7807265981432,PAPEL CREPE   ROJO,250
90735,7807265981449,PAPEL  CREPE,250
90736,7807265981463,PAPEL CREPE VERDE,250
90737,7807265981470,PAPEL  CREPE,250
90738,7807265981487,PAPEL CREPE,250
90739,7807265981616,TEMPERA PROARTE COLOR,690
90740,7807265981623,TEMPERA PROARTE,690
90741,7807265981654,TEMPERA PROARTE,690
90742,7807265981661,"TEMPERA ",790
90743,7807265981685,TEMPERA PROARTE COLOR,690
90744,7807265981692,TEMPERA PROARTE LIBRE DE PLOMO,690
90745,7807265981715,"TEMPERA PROARTE ",690
90746,7807265982965,CARTON PIEDRA,250
90747,7807265982989,BLOCK LICEO,1600
90748,7807265983030,BLOCK MILIMETRADO,1990
90749,7807265984105,"MESCLADOR CHICO ",200
90750,7807265986079,ESCUADRA,350
90751,7807265986123,TRASPORTADOR,150
90752,7807265986338,DESTACADOR LISOFIT AMARILLO,990
90753,7807265986352,DESTACADOR LISOFIT NARANJO,990
90754,7807265988264,TIJERAS,1950
90755,7807265988493,CHINCHES,300
90756,7807265988509,"CHINCHES ",650
90757,7807265988615,"CARTONERO   PROFESIONAL  ",1800
90758,7807265991806,GLIETTER GLUE,790
90759,7807300000050,"AMPOLLETA GE 25W TRANSPARENTE ",350
90760,7807300000104,AMPOLLETA GE 40W TRANSPARENTE,350
90761,7807300000159,AMPOLLETA GE 60W TRANSPARENTE,350
90762,7807300000203,AMPOLLETA GE 75W TRANSPARENTE,350
90763,7807300000258,AMPOLLETA GE 100 W TRANSPARENTE,350
90764,7807300000333,"HALOGEN MR 16 ",1300
90765,7807300002054,"AMPOLLETA GE 25W SOFT WHITE ",350
90766,7807300002108,"AMPOLLETA GE 40W SOFT WHITE ",350
90767,7807300002153,"AMPOLLETA GE 60W SOFT WHITE ",350
90768,7807300002207,AMPOLLETA SOFT WHITE GE 75W,350
90769,7807300002252,"AMPOLLETA GE 100W SOFT WHITE ",350
90770,7807300004157,AMPOLLETA EXOTICA GE 60W,350
90771,7807300004201,AMPOLLETA EXOTICA GE 75W,350
90772,7807321000954,"JUGUERA ",17900
90773,7807321006031,"HERVIDOR ",16500
90774,7807321009124,SECADOR DE PELO,11500
90775,7807354000853,PORTALAMPARA,790
90776,7807354005421,"ENCHUFE ",1900
90777,7807354032267,MACHO ADAPTADOR TRIPLE,1450
90778,7807354065067,CAJA CHUQUI,990
90779,7807355400522,ALARGADOR MULTIPLE 3 MTS SCHNEIDER,4900
90780,7807370003623,MACHO VOLANTE,750
90781,7807574000008,EL TORERO PLASTIFICADO,2650
90782,7807901000039,MANDALAY LENTEJAS 6mm 1KG,1200
90783,7807901002460,MANDALAY POROTO TORTOLA 1KG,2850
90784,7807901002866,LENTEJAS MANDALAY 6MM KILO,1390
90785,7807901670836,YERBA MATE PAMPA 500G,750
90786,7807901670843,YERBA PAMPA MATE 250G,490
90787,7807901670881,YERBA MATE BURRITO 250 GR,500
90788,7807901671826,MANDALAY PINA CUBITOS 567G,790
90789,7807901671833,LAVA LOSAS PAMPA 360CC,480
90790,7807901671840,LAVALOSAS PAMPA 600CC,550
90791,7807901671857,LAVALOSAS PAMPA 900CC,750
90792,7807901671864,CERA PAMPA ROJA,390
90793,7807901671871,CERA PAMPA PARQUET,390
90794,7807901671925,CERA PAMPA BALDOSAS,950
90795,7807901671932,LIM  VIDRIOS PAMPA,750
90796,7807901671949,LIMPIADOR BANO PAMPA 330CC,750
90797,7807901671956,LIMPIADOR COCINA PAMPA 330CC,490
90798,7807901671963,LIMPIADOR MULTIUSO PAMPA 330,490
90799,7807901672038,BALSAMO PAMPA 1 LT,750
90800,7807901672069,LUSTRAMUEBLES PAMPA 250CC,850
90801,7807901672076,PAMAPA LAVALOZAS ULTRA 300CC,650
90802,7807901672083,LAVALOZAS ULTRA 500CC,690
90803,7807901672090,LAVLOZAS PAMPA,990
90804,7807901672373,BOLSA BASURA 50X70 PAMPA,350
90805,7807901672380,BOLSA BASURA 70X90 PAMPA,650
90806,7807901672397,BOLSA PAMPA GRANDE,1150
90807,7807901672403,BOLSA BASURA 80X120 PAMPA,1400
90808,7807901672649,YERBA  MATE 1KILO,3490
90809,7807901672663,YERBA MATE PAMPITA 250GR,490
90810,7807910004578,CASTAÑAS DE CAJÚ JUMBO 80GR,1500
90811,7807920000010,ARROZ CIEN 1KL,890
90812,7807920000027,ARROZ CIEN Gº2  500GR,490
90813,7807930001991,APANADO DE POLLO PF.,450
90814,7807990044822,.ALARGADOR MULTIPLE 3 MTS,4900
90815,7807990448088,ALARGADOR,4900
90816,7807999315251,"ABRIDOR MULTIPLE  Y DESCORCHADOR ",2750
90817,7808705100000,ACEITE OLIVA DON DANIEL 750CC,5900
90818,7808705100017,ACEITE OLIVA  DON DANIEL,3700
90819,7808705100024,ACEITE OLIVA EXTRA VIR250ML,2100
90820,7808706300003,ARROZ GRANO LARGO MAS X MENOS,990
90821,7808706300065,ARROZ VITACURA DIAMANTE G1 1K,990
90822,7808706300072,ARROZ VITACURA DIAMANTE G2 1K,950
90823,7808706300096,ARROZ ORGANICO VITACURA Gº1 1K,1050
90824,7808706300102,ARROZ INTEGRAL VITACURA Gº1 1K,1050
90825,7808706300119,ARROZ JAPONICO TOKIO Gº1  1K,690
90826,7808706300126,ARROZ JAPONICO TOKIO Gº2  1K,690
90827,7808711400019,LONGANIZA AHUMADA CHILLAN,1850
90828,7808718500934,"PAPER MATE ERASERMATE ",890
90829,7808718500941,"LAPIZ CON GOMA ",1100
90830,7808718502013,"LAPIZ CON GOMA ",1190
90831,7808718504772,MARCADOR VERDE,390
90832,7808718507162,PORTA MINAS PAPER MATE,350
90833,7808718507209,"PORTS MINA DE 0,5",250
90834,7808718507490,MARCADOR ORANGE,390
90835,7808725800003,ACEITE OLIVA KARDAMILI 250ML,4500
90836,7808725800010,ACEITE OLIVA KARDAMILI 500ML,6900
90837,7808725800140,ACETO BALSAMICO KARDAMILI 250ML,3200
90838,7808725800157,ACETO BALSAMICO 500M L,4900
90839,7808725800164,ACEITE DE OLIVA KARDAMILI 1LT,8490
90840,7808725800287,A OLIVA KARDAMILI ARBEQUINA,3500
